Protein,Partition_type,Curve_type,p_value,test_statistic,test_result,is_significant
GSK3_pS9,half,Overall,0.0909712068002,2.85710292218,Cannot Reject Null,False
GSK3_pS9,quarter,Overall,0.000474321526053,12.2140029638,Reject Null,True
GSK3_pS9,half,Disease_Free,0.380241017319,0.769922536579,Cannot Reject Null,False
GSK3_pS9,quarter,Disease_Free,0.595022272517,0.282569081724,Cannot Reject Null,False
Heregulin,half,Overall,0.0112425561859,6.42656878786,Reject Null,True
Heregulin,quarter,Overall,0.0659195146567,3.38181276261,Cannot Reject Null,False
Heregulin,half,Disease_Free,0.0236356049963,5.12117518875,Reject Null,True
Heregulin,quarter,Disease_Free,0.0663764308679,3.37042994244,Cannot Reject Null,False
MYH11,half,Overall,0.476799727959,0.506174186804,Cannot Reject Null,False
MYH11,quarter,Overall,0.514995061778,0.423904731628,Cannot Reject Null,False
MYH11,half,Disease_Free,0.160945272423,1.9653220898,Cannot Reject Null,False
MYH11,quarter,Disease_Free,0.393786680723,0.727217235012,Cannot Reject Null,False
Myosin-IIa_pS1943,half,Overall,0.0493962283243,3.86183662519,Reject Null,True
Myosin-IIa_pS1943,quarter,Overall,0.00205121818328,9.50312890485,Reject Null,True
Myosin-IIa_pS1943,half,Disease_Free,0.653151701784,0.201949679888,Cannot Reject Null,False
Myosin-IIa_pS1943,quarter,Disease_Free,0.806623459086,0.0599193483825,Cannot Reject Null,False
N-Ras,half,Overall,0.00547230378047,7.71634619701,Reject Null,True
N-Ras,quarter,Overall,0.00887231903781,6.84834968633,Reject Null,True
N-Ras,half,Disease_Free,0.854841463316,0.0334687380168,Cannot Reject Null,False
N-Ras,quarter,Disease_Free,0.238336758908,1.39040475024,Cannot Reject Null,False
NDRG1_pT346,half,Overall,0.178560701725,1.80956266089,Cannot Reject Null,False
NDRG1_pT346,quarter,Overall,0.0090697367849,6.8090428499,Reject Null,True
NDRG1_pT346,half,Disease_Free,0.768367722411,0.0867365261727,Cannot Reject Null,False
NDRG1_pT346,quarter,Disease_Free,0.662243143148,0.190810206943,Cannot Reject Null,False
p21,half,Overall,0.764003469533,0.0901366781543,Cannot Reject Null,False
p21,quarter,Overall,0.605389720218,0.266943184453,Cannot Reject Null,False
p21,half,Disease_Free,0.688427694241,0.160792753679,Cannot Reject Null,False
p21,quarter,Disease_Free,0.4207665788,0.648173165182,Cannot Reject Null,False
p27_pT198,half,Overall,0.305989143431,1.04790904955,Cannot Reject Null,False
p27_pT198,quarter,Overall,0.502511366497,0.449628626464,Cannot Reject Null,False
p27_pT198,half,Disease_Free,0.178918889434,1.80658122017,Cannot Reject Null,False
p27_pT198,quarter,Disease_Free,0.238688465549,1.38832325699,Cannot Reject Null,False
p90RSK,half,Overall,0.392290299598,0.731831103968,Cannot Reject Null,False
p90RSK,quarter,Overall,0.668778888225,0.183033814573,Cannot Reject Null,False
p90RSK,half,Disease_Free,0.0596822108492,3.54619365415,Cannot Reject Null,False
p90RSK,quarter,Disease_Free,0.240887216422,1.37539435679,Cannot Reject Null,False
PDCD4,half,Overall,0.0036222855568,8.46407931156,Reject Null,True
PDCD4,quarter,Overall,0.0740097854762,3.19177114404,Cannot Reject Null,False
PDCD4,half,Disease_Free,0.696306305494,0.152342977375,Cannot Reject Null,False
PDCD4,quarter,Disease_Free,0.417081354741,0.658524441374,Cannot Reject Null,False
PDK1,half,Overall,0.0698212741203,3.28721697979,Cannot Reject Null,False
PDK1,quarter,Overall,0.398504718292,0.712833627269,Cannot Reject Null,False
PDK1,half,Disease_Free,0.700182304936,0.148282282317,Cannot Reject Null,False
PDK1,quarter,Disease_Free,0.26850159715,1.22438607629,Cannot Reject Null,False
PEA15_pS116,half,Overall,0.220858611838,1.49878365181,Cannot Reject Null,False
PEA15_pS116,quarter,Overall,0.0116976988256,6.35612131653,Reject Null,True
PEA15_pS116,half,Disease_Free,0.0567153202015,3.63092400656,Cannot Reject Null,False
PEA15_pS116,quarter,Disease_Free,0.288902058252,1.12473083628,Cannot Reject Null,False
PKC-pan_BetaII_pS660,half,Overall,0.0426021775974,4.11111854305,Reject Null,True
PKC-pan_BetaII_pS660,quarter,Overall,0.00499075658733,7.88278497493,Reject Null,True
PKC-pan_BetaII_pS660,half,Disease_Free,0.580187449285,0.305931706489,Cannot Reject Null,False
PKC-pan_BetaII_pS660,quarter,Disease_Free,0.784209353084,0.0749870838539,Cannot Reject Null,False
PI3K-p85,half,Overall,0.556868199989,0.34515581332,Cannot Reject Null,False
PI3K-p85,quarter,Overall,0.141996366304,2.15619028746,Cannot Reject Null,False
PI3K-p85,half,Disease_Free,0.0275003020252,4.85912360826,Reject Null,True
PI3K-p85,quarter,Disease_Free,0.253560468715,1.30357923525,Cannot Reject Null,False
PRDX1,half,Overall,0.294275922524,1.0999552625,Cannot Reject Null,False
PRDX1,quarter,Overall,0.19208381931,1.70156206819,Cannot Reject Null,False
PRDX1,half,Disease_Free,0.292959148428,1.10597235271,Cannot Reject Null,False
PRDX1,quarter,Disease_Free,0.558247066936,0.342748410892,Cannot Reject Null,False
Rab11,half,Overall,0.583750529771,0.300210430591,Cannot Reject Null,False
Rab11,quarter,Overall,0.900915556619,0.0155014588992,Cannot Reject Null,False
Rab11,half,Disease_Free,0.290585640687,1.11690603798,Cannot Reject Null,False
Rab11,quarter,Disease_Free,0.745674273893,0.105201890335,Cannot Reject Null,False
Rab25,half,Overall,0.346843370745,0.884972456908,Cannot Reject Null,False
Rab25,quarter,Overall,0.150464576235,2.06753465728,Cannot Reject Null,False
Rab25,half,Disease_Free,0.424225029963,0.638581207278,Cannot Reject Null,False
Rab25,quarter,Disease_Free,0.861027163337,0.0306483763458,Cannot Reject Null,False
Raptor,half,Overall,0.00149273476119,10.0875619564,Reject Null,True
Raptor,quarter,Overall,0.0228375272286,5.1808212451,Reject Null,True
Raptor,half,Disease_Free,0.665620521914,0.186767744969,Cannot Reject Null,False
Raptor,quarter,Disease_Free,0.830334930483,0.0459125016563,Cannot Reject Null,False
RBM15,half,Overall,0.0416365358942,4.14991817319,Reject Null,True
RBM15,quarter,Overall,0.298199822422,1.08222732337,Cannot Reject Null,False
RBM15,half,Disease_Free,0.795408209441,0.0672335122069,Cannot Reject Null,False
RBM15,quarter,Disease_Free,0.710236796044,0.138040547485,Cannot Reject Null,False
Rictor,half,Overall,0.032412255254,4.57655820592,Reject Null,True
Rictor,quarter,Overall,0.111363478541,2.53476481451,Cannot Reject Null,False
Rictor,half,Disease_Free,0.536314486226,0.382413326947,Cannot Reject Null,False
Rictor,quarter,Disease_Free,0.251858686808,1.31296411439,Cannot Reject Null,False
Rictor_pT1135,half,Overall,0.215240317608,1.53582499537,Cannot Reject Null,False
Rictor_pT1135,quarter,Overall,0.285685731151,1.13984192918,Cannot Reject Null,False
Rictor_pT1135,half,Disease_Free,0.283070215465,1.1522903332,Cannot Reject Null,False
Rictor_pT1135,quarter,Disease_Free,0.599603711162,0.27559400676,Cannot Reject Null,False
SCD,half,Overall,0.0137048316479,6.07577297938,Reject Null,True
SCD,quarter,Overall,0.122646123745,2.38319953861,Cannot Reject Null,False
SCD,half,Disease_Free,0.576650494714,0.311680982337,Cannot Reject Null,False
SCD,quarter,Disease_Free,0.414843542214,0.664876710075,Cannot Reject Null,False
TAZ,half,Overall,0.752376193168,0.0995451191309,Cannot Reject Null,False
TAZ,quarter,Overall,0.808497404954,0.0587407600651,Cannot Reject Null,False
TAZ,half,Disease_Free,0.294739930098,1.09784315141,Cannot Reject Null,False
TAZ,quarter,Disease_Free,0.383902508208,0.758167817899,Cannot Reject Null,False
TIGAR,half,Overall,0.17021191247,1.88107592284,Cannot Reject Null,False
TIGAR,quarter,Overall,0.348161193547,0.880147828635,Cannot Reject Null,False
TIGAR,half,Disease_Free,0.412427567476,0.671791895541,Cannot Reject Null,False
TIGAR,quarter,Disease_Free,0.321963404853,0.980953949431,Cannot Reject Null,False
Transglutaminase,half,Overall,0.668681988082,0.183147709719,Cannot Reject Null,False
Transglutaminase,quarter,Overall,0.970313337588,0.00138497872576,Cannot Reject Null,False
Transglutaminase,half,Disease_Free,0.674524988488,0.176354544072,Cannot Reject Null,False
Transglutaminase,quarter,Disease_Free,0.686468563614,0.162935022438,Cannot Reject Null,False
TFRC,half,Overall,0.357040112051,0.848277393129,Cannot Reject Null,False
TFRC,quarter,Overall,0.70430429487,0.144032834133,Cannot Reject Null,False
TFRC,half,Disease_Free,0.0331293345063,4.53908301818,Reject Null,True
TFRC,quarter,Disease_Free,0.537145058399,0.380856780285,Cannot Reject Null,False
TSC1,half,Overall,0.383900652319,0.758173735698,Cannot Reject Null,False
TSC1,quarter,Overall,0.712032556214,0.13625524583,Cannot Reject Null,False
TSC1,half,Disease_Free,0.615534424793,0.252194013172,Cannot Reject Null,False
TSC1,quarter,Disease_Free,0.997843057198,7.30799417042e-06,Cannot Reject Null,False
Tuberin_pT1462,half,Overall,0.302951946265,1.06115481459,Cannot Reject Null,False
Tuberin_pT1462,quarter,Overall,0.423879076235,0.639535425921,Cannot Reject Null,False
Tuberin_pT1462,half,Disease_Free,0.669749696474,0.181895051037,Cannot Reject Null,False
Tuberin_pT1462,quarter,Disease_Free,0.971692569296,0.00125922419228,Cannot Reject Null,False
Acetyl-a-Tubulin-Lys40,half,Overall,0.0332484146224,4.53294188353,Reject Null,True
Acetyl-a-Tubulin-Lys40,quarter,Overall,0.114689999608,2.48837620138,Cannot Reject Null,False
Acetyl-a-Tubulin-Lys40,half,Disease_Free,0.121359364303,2.39968913676,Cannot Reject Null,False
Acetyl-a-Tubulin-Lys40,quarter,Disease_Free,0.359623279587,0.839208355948,Cannot Reject Null,False
p62-LCK-ligand,half,Overall,0.379289677508,0.773002912433,Cannot Reject Null,False
p62-LCK-ligand,quarter,Overall,0.634022341517,0.22664554169,Cannot Reject Null,False
p62-LCK-ligand,half,Disease_Free,0.54381332414,0.368517764337,Cannot Reject Null,False
p62-LCK-ligand,quarter,Disease_Free,0.721480735723,0.127078363286,Cannot Reject Null,False
SF2,half,Overall,0.178165984869,1.81285617039,Cannot Reject Null,False
SF2,quarter,Overall,0.000163142406043,14.2141123773,Reject Null,True
SF2,half,Disease_Free,0.738723861575,0.111251441046,Cannot Reject Null,False
SF2,quarter,Disease_Free,0.571268438655,0.32056476627,Cannot Reject Null,False
EPPK1,half,Overall,0.190874376132,1.71085577175,Cannot Reject Null,False
EPPK1,quarter,Overall,0.158965310186,1.98404130616,Cannot Reject Null,False
EPPK1,half,Disease_Free,0.840159915847,0.0406784252545,Cannot Reject Null,False
EPPK1,quarter,Disease_Free,0.874731047137,0.0248541445734,Cannot Reject Null,False
XBP1,half,Overall,0.445516876749,0.582032167551,Cannot Reject Null,False
XBP1,quarter,Overall,0.944802199708,0.00479354859275,Cannot Reject Null,False
XBP1,half,Disease_Free,0.917215915669,0.0108037981061,Cannot Reject Null,False
XBP1,quarter,Disease_Free,0.706276513131,0.142024611379,Cannot Reject Null,False
14-3-3_beta,half,Overall,0.913689301173,0.0117475809971,Cannot Reject Null,False
14-3-3_beta,quarter,Overall,0.250932164913,1.31810645951,Cannot Reject Null,False
14-3-3_beta,half,Disease_Free,0.975744131854,0.000924458338607,Cannot Reject Null,False
14-3-3_beta,quarter,Disease_Free,0.824141525234,0.0493823566393,Cannot Reject Null,False
14-3-3_zeta,half,Overall,0.213808202191,1.54545135578,Cannot Reject Null,False
14-3-3_zeta,quarter,Overall,0.00289644407671,8.8715796152,Reject Null,True
14-3-3_zeta,half,Disease_Free,0.0830668348244,3.00385138046,Cannot Reject Null,False
14-3-3_zeta,quarter,Disease_Free,0.325210321756,0.967876593904,Cannot Reject Null,False
ACVRL1,half,Overall,0.0872806283666,2.92382713042,Cannot Reject Null,False
ACVRL1,quarter,Overall,0.262412816693,1.25598304754,Cannot Reject Null,False
ACVRL1,half,Disease_Free,0.517460552787,0.418951773563,Cannot Reject Null,False
ACVRL1,quarter,Disease_Free,0.485466925379,0.486557570045,Cannot Reject Null,False
DIRAS3,half,Overall,0.11435890907,2.49292640691,Cannot Reject Null,False
DIRAS3,quarter,Overall,0.0948741108805,2.78966412743,Cannot Reject Null,False
DIRAS3,half,Disease_Free,0.657016326505,0.197168251769,Cannot Reject Null,False
DIRAS3,quarter,Disease_Free,0.953412172649,0.00341317681798,Cannot Reject Null,False
Annexin-1,half,Overall,0.463116566243,0.538351875798,Cannot Reject Null,False
Annexin-1,quarter,Overall,0.910296772096,0.0126932255576,Cannot Reject Null,False
Annexin-1,half,Disease_Free,0.191807209306,1.70368158313,Cannot Reject Null,False
Annexin-1,quarter,Disease_Free,0.85597270345,0.032943373768,Cannot Reject Null,False
PREX1,half,Overall,0.0733281785339,3.20690254379,Cannot Reject Null,False
PREX1,quarter,Overall,0.0561396575426,3.64790882008,Cannot Reject Null,False
PREX1,half,Disease_Free,0.106815952938,2.60070851483,Cannot Reject Null,False
PREX1,quarter,Disease_Free,0.0451805140441,4.0118886192,Reject Null,True
ENY2,half,Overall,0.150721876791,2.06492972308,Cannot Reject Null,False
ENY2,quarter,Overall,0.128262279012,2.31341140197,Cannot Reject Null,False
ENY2,half,Disease_Free,0.449102727041,0.572915418344,Cannot Reject Null,False
ENY2,quarter,Disease_Free,0.0683016946909,3.32336983301,Cannot Reject Null,False
GCN5L2,half,Overall,0.87985771057,0.0228462001269,Cannot Reject Null,False
GCN5L2,quarter,Overall,0.823895625227,0.0495228582997,Cannot Reject Null,False
GCN5L2,half,Disease_Free,0.90324958293,0.0147761923349,Cannot Reject Null,False
GCN5L2,quarter,Disease_Free,0.845040280008,0.0382009007226,Cannot Reject Null,False
ADAR1,half,Overall,0.0393785315622,4.24446256107,Reject Null,True
ADAR1,quarter,Overall,0.0527142380951,3.75295509522,Cannot Reject Null,False
ADAR1,half,Disease_Free,0.321308014118,0.9836147295,Cannot Reject Null,False
ADAR1,quarter,Disease_Free,0.805369604524,0.0607148711167,Cannot Reject Null,False
JAB1,half,Overall,0.101698564798,2.67870240209,Cannot Reject Null,False
JAB1,quarter,Overall,0.211725116631,1.55959099418,Cannot Reject Null,False
JAB1,half,Disease_Free,0.126122652901,2.33959114131,Cannot Reject Null,False
JAB1,quarter,Disease_Free,0.314098866678,1.01336152363,Cannot Reject Null,False
c-Met,half,Overall,0.144932068756,2.12479607891,Cannot Reject Null,False
c-Met,quarter,Overall,0.428204760719,0.627687674577,Cannot Reject Null,False
c-Met,half,Disease_Free,0.651136326499,0.20447050438,Cannot Reject Null,False
c-Met,quarter,Disease_Free,0.778806007908,0.0788909621095,Cannot Reject Null,False
Caspase-8,half,Overall,0.491682794704,0.472841603162,Cannot Reject Null,False
Caspase-8,quarter,Overall,0.542853074137,0.370277447841,Cannot Reject Null,False
Caspase-8,half,Disease_Free,0.0710694577719,3.25814552587,Cannot Reject Null,False
Caspase-8,quarter,Disease_Free,0.26495877972,1.24266126087,Cannot Reject Null,False
ERCC1,half,Overall,0.829363737725,0.0464478657196,Cannot Reject Null,False
ERCC1,quarter,Overall,0.465884287007,0.531720822937,Cannot Reject Null,False
ERCC1,half,Disease_Free,0.825666995898,0.0485154148946,Cannot Reject Null,False
ERCC1,quarter,Disease_Free,0.512793953402,0.428361660423,Cannot Reject Null,False
MSH2,half,Overall,0.368901595774,0.807361094672,Cannot Reject Null,False
MSH2,quarter,Overall,0.836366754047,0.0426600243736,Cannot Reject Null,False
MSH2,half,Disease_Free,0.26017431755,1.26782919092,Cannot Reject Null,False
MSH2,quarter,Disease_Free,0.938488091624,0.00595525068397,Cannot Reject Null,False
MSH6,half,Overall,0.343798688347,0.896214821312,Cannot Reject Null,False
MSH6,quarter,Overall,0.953135211741,0.00345392646688,Cannot Reject Null,False
MSH6,half,Disease_Free,0.759108817154,0.09403500743,Cannot Reject Null,False
MSH6,quarter,Disease_Free,0.734515205913,0.115006089752,Cannot Reject Null,False
PARP_cleaved,half,Overall,0.230715596231,1.43644430931,Cannot Reject Null,False
PARP_cleaved,quarter,Overall,0.00432582377177,8.14171973614,Reject Null,True
PARP_cleaved,half,Disease_Free,0.740507763008,0.109680861766,Cannot Reject Null,False
PARP_cleaved,quarter,Disease_Free,0.246290009636,1.34422638546,Cannot Reject Null,False
Rb,half,Overall,0.50462881547,0.445188383822,Cannot Reject Null,False
Rb,quarter,Overall,0.76632310717,0.0883206105528,Cannot Reject Null,False
Rb,half,Disease_Free,0.23016872591,1.43981842235,Cannot Reject Null,False
Rb,quarter,Disease_Free,0.818357164174,0.0527430153821,Cannot Reject Null,False
SETD2,half,Overall,0.768670128984,0.0865035564125,Cannot Reject Null,False
SETD2,quarter,Overall,0.381616864162,0.765486845376,Cannot Reject Null,False
SETD2,half,Disease_Free,0.402867346485,0.69975108335,Cannot Reject Null,False
SETD2,quarter,Disease_Free,0.322168444345,0.980122987796,Cannot Reject Null,False
Smac,half,Overall,0.0276397089353,4.85040080844,Reject Null,True
Smac,quarter,Overall,0.0555025118749,3.66692445899,Cannot Reject Null,False
Smac,half,Disease_Free,0.0716539954943,3.24471856364,Cannot Reject Null,False
Smac,quarter,Disease_Free,0.180232381198,1.79570686916,Cannot Reject Null,False
Snail,half,Overall,0.331463086581,0.943173290265,Cannot Reject Null,False
Snail,quarter,Overall,0.69501479298,0.153710076482,Cannot Reject Null,False
Snail,half,Disease_Free,0.451326805819,0.567317595025,Cannot Reject Null,False
Snail,quarter,Disease_Free,0.429286234463,0.624753734346,Cannot Reject Null,False
Axl,half,Overall,0.762495943278,0.0913277427815,Cannot Reject Null,False
Axl,quarter,Overall,0.566769558496,0.32811770632,Cannot Reject Null,False
Axl,half,Disease_Free,0.669856526342,0.181769995528,Cannot Reject Null,False
Axl,quarter,Disease_Free,0.663848430186,0.188882385957,Cannot Reject Null,False
Myosin-IIa,half,Overall,0.643304011463,0.214446980566,Cannot Reject Null,False
Myosin-IIa,quarter,Overall,0.946293810221,0.00453758993762,Cannot Reject Null,False
Myosin-IIa,half,Disease_Free,0.588871076467,0.292110749856,Cannot Reject Null,False
Myosin-IIa,quarter,Disease_Free,0.356283217977,0.850951798551,Cannot Reject Null,False
SLC1A5,half,Overall,0.111612017994,2.53124646962,Cannot Reject Null,False
SLC1A5,quarter,Overall,0.163957439763,1.93734187751,Cannot Reject Null,False
SLC1A5,half,Disease_Free,0.21814874728,1.51650770644,Cannot Reject Null,False
SLC1A5,quarter,Disease_Free,0.209220786989,1.57680999488,Cannot Reject Null,False
GATA6,half,Overall,0.776924871898,0.0802751573672,Cannot Reject Null,False
GATA6,quarter,Overall,0.976249832518,0.000886301588826,Cannot Reject Null,False
GATA6,half,Disease_Free,0.933524435996,0.00695745917763,Cannot Reject Null,False
GATA6,quarter,Disease_Free,0.86270224191,0.0299066366274,Cannot Reject Null,False
BRD4,half,Overall,0.277626428803,1.17867242703,Cannot Reject Null,False
BRD4,quarter,Overall,0.254518913803,1.2983277038,Cannot Reject Null,False
BRD4,half,Disease_Free,0.637010967065,0.222672687592,Cannot Reject Null,False
BRD4,quarter,Disease_Free,0.300580152782,1.07161849206,Cannot Reject Null,False
CDK1_pY15,half,Overall,0.910539754658,0.0126242637293,Cannot Reject Null,False
CDK1_pY15,quarter,Overall,0.178724198739,1.80820090735,Cannot Reject Null,False
CDK1_pY15,half,Disease_Free,0.616279334752,0.251131704111,Cannot Reject Null,False
CDK1_pY15,quarter,Disease_Free,0.664200876628,0.188460683936,Cannot Reject Null,False
A-Raf,half,Overall,0.709588113277,0.138688704164,Cannot Reject Null,False
A-Raf,quarter,Overall,0.614743462092,0.253325072623,Cannot Reject Null,False
A-Raf,half,Disease_Free,0.696603240771,0.152029658678,Cannot Reject Null,False
A-Raf,quarter,Disease_Free,0.570090189962,0.322531622463,Cannot Reject Null,False
B-Raf_pS445,half,Overall,0.769061870628,0.0862022701749,Cannot Reject Null,False
B-Raf_pS445,quarter,Overall,0.691780504031,0.157164628895,Cannot Reject Null,False
B-Raf_pS445,half,Disease_Free,0.530440208831,0.393548161992,Cannot Reject Null,False
B-Raf_pS445,quarter,Disease_Free,0.0956511414916,2.77659813157,Cannot Reject Null,False
Bcl2A1,half,Overall,0.591356846954,0.28823027956,Cannot Reject Null,False
Bcl2A1,quarter,Overall,0.0753200321347,3.16309996389,Cannot Reject Null,False
Bcl2A1,half,Disease_Free,0.266266115298,1.23588228963,Cannot Reject Null,False
Bcl2A1,quarter,Disease_Free,0.890235873085,0.0190455870701,Cannot Reject Null,False
c-Abl,half,Overall,0.295126538595,1.09608660142,Cannot Reject Null,False
c-Abl,quarter,Overall,0.887363486672,0.0200622063793,Cannot Reject Null,False
c-Abl,half,Disease_Free,0.105060206007,2.62699766423,Cannot Reject Null,False
c-Abl,quarter,Disease_Free,0.88585089323,0.0206083957948,Cannot Reject Null,False
Caspase-3,half,Overall,0.395945387052,0.720605435739,Cannot Reject Null,False
Caspase-3,quarter,Overall,0.543142218777,0.369746978603,Cannot Reject Null,False
Caspase-3,half,Disease_Free,0.0254911214431,4.99020956392,Reject Null,True
Caspase-3,quarter,Disease_Free,0.0242996040582,5.0731203816,Reject Null,True
CD26,half,Overall,0.548130389507,0.360677176244,Cannot Reject Null,False
CD26,quarter,Overall,0.312960538896,1.01814031184,Cannot Reject Null,False
CD26,half,Disease_Free,0.627224705114,0.235843094705,Cannot Reject Null,False
CD26,quarter,Disease_Free,0.708541903114,0.139737710243,Cannot Reject Null,False
Chk1_pS296,half,Overall,0.0795303191572,3.07447395427,Cannot Reject Null,False
Chk1_pS296,quarter,Overall,0.149033250705,2.08211808095,Cannot Reject Null,False
Chk1_pS296,half,Disease_Free,0.895785214775,0.0171577188584,Cannot Reject Null,False
Chk1_pS296,quarter,Disease_Free,0.660150669081,0.193340622615,Cannot Reject Null,False
COG3,half,Overall,0.793202917538,0.0687245827183,Cannot Reject Null,False
COG3,quarter,Overall,0.589253065171,0.291512258817,Cannot Reject Null,False
COG3,half,Disease_Free,0.371798043547,0.797646221799,Cannot Reject Null,False
COG3,quarter,Disease_Free,0.84158967746,0.0399442225753,Cannot Reject Null,False
DUSP4,half,Overall,0.0309401073695,4.6562826973,Reject Null,True
DUSP4,quarter,Overall,0.815255457064,0.0545930751296,Cannot Reject Null,False
DUSP4,half,Disease_Free,0.220374769302,1.50192914889,Cannot Reject Null,False
DUSP4,quarter,Disease_Free,0.348060850763,0.880514317306,Cannot Reject Null,False
ERCC5,half,Overall,0.279558219197,1.16923628378,Cannot Reject Null,False
ERCC5,quarter,Overall,0.241026409855,1.37458071584,Cannot Reject Null,False
ERCC5,half,Disease_Free,0.542928648664,0.370138747352,Cannot Reject Null,False
ERCC5,quarter,Disease_Free,0.823019734252,0.0500250249283,Cannot Reject Null,False
IGF1R_pY1135_Y1136,half,Overall,0.0259064266318,4.96225342861,Reject Null,True
IGF1R_pY1135_Y1136,quarter,Overall,0.0850259465436,2.96611261659,Cannot Reject Null,False
IGF1R_pY1135_Y1136,half,Disease_Free,0.38399396896,0.757876231005,Cannot Reject Null,False
IGF1R_pY1135_Y1136,quarter,Disease_Free,0.844365798681,0.0385384870329,Cannot Reject Null,False
IRF-1,half,Overall,0.674615965976,0.17624996703,Cannot Reject Null,False
IRF-1,quarter,Overall,0.581221996079,0.3042632689,Cannot Reject Null,False
IRF-1,half,Disease_Free,0.858915407167,0.0315968319059,Cannot Reject Null,False
IRF-1,quarter,Disease_Free,0.929971061383,0.00772311363431,Cannot Reject Null,False
Jak2,half,Overall,0.300999283821,1.06976167567,Cannot Reject Null,False
Jak2,quarter,Overall,0.446133268967,0.580456944592,Cannot Reject Null,False
Jak2,half,Disease_Free,0.145392871503,2.11993334658,Cannot Reject Null,False
Jak2,quarter,Disease_Free,0.0510401423009,3.80695556051,Cannot Reject Null,False
p16_INK4a,half,Overall,0.690806815667,0.158213329803,Cannot Reject Null,False
p16_INK4a,quarter,Overall,0.791588693236,0.0698270968654,Cannot Reject Null,False
p16_INK4a,half,Disease_Free,0.699611845968,0.148875967968,Cannot Reject Null,False
p16_INK4a,quarter,Disease_Free,0.312078928299,1.02185699948,Cannot Reject Null,False
SHP-2_pY542,half,Overall,0.000619435217754,11.7166452479,Reject Null,True
SHP-2_pY542,quarter,Overall,0.0335620099579,4.51687859602,Reject Null,True
SHP-2_pY542,half,Disease_Free,0.665573155784,0.18682408327,Cannot Reject Null,False
SHP-2_pY542,quarter,Disease_Free,0.582525575958,0.30216941835,Cannot Reject Null,False
PD-L1,half,Overall,0.11755791759,2.44955865212,Cannot Reject Null,False
PD-L1,quarter,Overall,0.00307771356029,8.76081576035,Reject Null,True
PD-L1,half,Disease_Free,0.0834530848637,2.99633537054,Cannot Reject Null,False
PD-L1,quarter,Disease_Free,0.344414581717,0.893929817933,Cannot Reject Null,False
